section,parameter,value,control,seed,config_hash,engine_version,measurement_version,tick,active_population,births,deaths,max_population,active_genotypes,historical_genotypes,active_lineages,lineage_count,genotype_count,mutation_events,max_generation,instructions_executed,faults,blocked_divisions,waiting_for_memory,waiting_for_energy,energy_pool,memory_used,free_memory,energy_balance_error,death_reasons,ledger,result_checksum
control,,,maintenance_zero,25,c1c1b59df7b7277b,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,1,2100,0,31,31,0,0.0,496,4,0.0,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 0.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 228.0, ""energy_transferred_to_offspring"": 152.0}",510b7ce4d2057637be5a02fef961a60946d918c9ef9e47d2701c0a52e5a3501c
control,,,maintenance_zero,26,66125dbf22b23f87,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,2,2,3,2,2,5806,0,30,30,0,0.0,496,4,-0.0,"{""energy_exhausted_execution"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 290.1, ""energy_input"": 20000.0, ""energy_maintenance"": 0.0, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",27e43e4d001563d5091efd9f8b2f489a60d3f0b9ab4f1a262cc9bf9925e18946
control,,,maintenance_zero,27,1b4e0804bb33e112,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,1,2168,1,31,31,0,0.0,496,4,0.0,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21010.7, ""energy_execution"": 108.4, ""energy_input"": 20000.0, ""energy_maintenance"": 0.0, ""energy_released_on_death"": 10.7, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",2a246858b77f93ce39498499b54e0aef9444a5fada7c89ace3c3f97c3206c9b6
control,,,maintenance_zero,28,1b3b509624e38b24,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,1,2181,1,31,31,0,0.0,496,4,0.0,"{""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21011.05, ""energy_execution"": 109.05, ""energy_input"": 20000.0, ""energy_maintenance"": 0.0, ""energy_released_on_death"": 11.05, ""energy_reproduction_cost"": 240.0, ""energy_transferred_to_offspring"": 160.0}",2371a1b0bc8dd94d5ab4673e00a708da738fcfe0a5f91463279e2debcf61f88e
control,,,maintenance_zero,29,d5870f95e0e5b910,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,1,2196,2,31,31,0,0.0,496,4,0.0,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_register:7"": 1}","{""energy_captured"": 21017.4, ""energy_execution"": 109.8, ""energy_input"": 20000.0, ""energy_maintenance"": 0.0, ""energy_released_on_death"": 17.4, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",f6d32fb9f7c2cd04cfef65579afc8c9596920b13425a77c79906cfb9b5a06163
control,,,maintenance_zero,30,6c0bf5c3062359ee,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,1,5249,1,31,31,0,0.0,496,4,-0.0,"{""energy_exhausted_execution"": 1, ""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21011.95, ""energy_execution"": 262.25, ""energy_input"": 20000.0, ""energy_maintenance"": 0.0, ""energy_released_on_death"": 11.95, ""energy_reproduction_cost"": 252.0, ""energy_transferred_to_offspring"": 168.0}",e68f03064f671ce9b2a86ca679efb7a347afc28cae868e6b4cde0476f37276b9
control,,,reproduction_cost_zero,1,afe51c0a6f245509,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2230,2,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21019.3, ""energy_execution"": 111.5, ""energy_input"": 20000.0, ""energy_maintenance"": 12367.8, ""energy_released_on_death"": 19.3, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 168.0}",c673002e4ce9ad53598ce409352e3dc0368e2f85914fc5f99ce41c88e3f83021
control,,,reproduction_cost_zero,2,44e4cdfbd80f2800,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,1,2,3,2,1,2184,1,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21010.7, ""energy_execution"": 109.2, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 10.7, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",32f96fb8c385758e767afa747818b6f3c023362642086f5cfefcdbe35ec0d2e1
control,,,reproduction_cost_zero,3,32480a527b3c03a2,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,3278,0,31,31,0,0.0,496,4,-1.03e-08,"{""energy_exhausted_execution"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 163.7, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",121299adfaedd9fbb42c3332998d07b59061709b5c65d1374220b679a7dd6f80
control,,,reproduction_cost_zero,4,1c0281e4ad16e16d,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.03e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 152.0}",8f8ef28e5ea10597f30695c81c08e3fdf8bd7c64eb305694da92681a98e99059
control,,,reproduction_cost_zero,5,3eadead57688b88d,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2183,1,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21010.75, ""energy_execution"": 109.15, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 10.75, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",c5950bcddc9ef28821ad0f8f51dabb92aa636fcecc1097fa39c9741535bc257b
control,,,reproduction_cost_zero,6,bc90942a290c0b06,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2184,1,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1}","{""energy_captured"": 21010.7, ""energy_execution"": 109.2, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 10.7, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",bf920219d66d42399526f151940811196cdf020dec99fb1a33c768ade3698dca
control,,,reproduction_cost_zero,7,8e949d3c95f52c37,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2149,1,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21008.45, ""energy_execution"": 107.45, ""energy_input"": 20000.0, ""energy_maintenance"": 12367.8, ""energy_released_on_death"": 8.45, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",180c0b7f3a38e24e6d314203f96ddeb88c2fb8d40f7bd9a78ffffcf8f82a0374
control,,,reproduction_cost_zero,8,0cbdb0629081a678,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,1,2,3,2,2,3182,0,31,31,0,0.0,496,4,-1.03e-08,"{""energy_exhausted_maintenance"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 159.1, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.6, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",07260acb32a5077fd32e034c59d493b5134fe92fea08c20bea8815a82d8a5ce9
control,,,reproduction_cost_zero,9,191b9073bc42e3c5,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2230,2,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_register:7"": 1}","{""energy_captured"": 21019.3, ""energy_execution"": 111.5, ""energy_input"": 20000.0, ""energy_maintenance"": 12367.8, ""energy_released_on_death"": 19.3, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 168.0}",24cfb0f8031c2a7e666c769816367cf04df97365afa0eeff05427978119ab8c4
control,,,reproduction_cost_zero,10,d1285c587913a428,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.03e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 152.0}",1fcdbf5808ca45cef35a19cd5503da8729265c686874f5a440e72ccf4f96bb76
control,,,reproduction_cost_zero,11,784cc9b67be196c4,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.03e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 152.0}",373280006199d7d2c7ce593046f49ab044dedbee8d443c9eb2dd3501159e923a
control,,,reproduction_cost_zero,12,e7f1309dcd5d7240,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,1,2,3,2,2,2183,1,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21010.75, ""energy_execution"": 109.15, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 10.75, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",061afc38906f15d6b5ad0826a1f10f49dae32b6bec4e6c0fa6510225972fa422
control,,,reproduction_cost_zero,13,b713bfd425c74ab8,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,23,4,31,1,5,1,4,5,4,2,2306,4,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:division_without_complete_copy"": 2, ""vm_fault:invalid_register:7"": 1, ""vm_fault:invalid_register:8"": 1}","{""energy_captured"": 21035.7, ""energy_execution"": 115.3, ""energy_input"": 20000.0, ""energy_maintenance"": 12366.4, ""energy_released_on_death"": 35.7, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 184.0}",7964f26788c962194ffd9eedd30498c5ff10c4e1dc5c79747661f3807db9220b
control,,,reproduction_cost_zero,14,66a1bdca46f93a23,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2226,2,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1, ""vm_fault:invalid_memory_address:8"": 1}","{""energy_captured"": 21019.5, ""energy_execution"": 111.3, ""energy_input"": 20000.0, ""energy_maintenance"": 12367.8, ""energy_released_on_death"": 19.5, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 168.0}",b464eee644e42689c3822a33aeaf9b1f95400f5c2edc043f65a44d1b31aca7d7
control,,,reproduction_cost_zero,15,d4ee13017dbef1fd,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,24,5,31,1,5,1,5,5,5,2,2443,5,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:division_without_complete_copy"": 2, ""vm_fault:invalid_program_address:248"": 1, ""vm_fault:invalid_program_address:8"": 2}","{""energy_captured"": 21049.35, ""energy_execution"": 122.15, ""energy_input"": 20000.0, ""energy_maintenance"": 12366.8, ""energy_released_on_death"": 49.35, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 192.0}",2ecd150480cb8d91f276ee56a3343ebdf3a1d32f6caa098304ca1929ed60139d
control,,,reproduction_cost_zero,16,86fd8bb5659c7345,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2184,1,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1}","{""energy_captured"": 21010.7, ""energy_execution"": 109.2, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 10.7, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",2d24bc7253e15e4db5905d383d1e1bb4fc511c6aa90f63caa10ede16d134531f
control,,,reproduction_cost_zero,17,6e87f29a300a6c78,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,3,3518,0,31,31,0,0.0,496,4,-1.03e-08,"{""energy_exhausted_execution"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 175.7, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",1e8c800e47a8a94797f91e3aa4d49844e0b56cc95cd574a875c8fca19b8028d6
control,,,reproduction_cost_zero,18,aaa295cca3afe89f,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.03e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 152.0}",c76416ea3930371a0919ca806c3ee7e91664cb74d8a2928403102452010b31de
control,,,reproduction_cost_zero,19,7ff3cd43898ea2d8,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2184,1,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:instruction_pointer_out_of_bounds:8"": 1}","{""energy_captured"": 21010.7, ""energy_execution"": 109.2, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 10.7, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",fd386bbb0faf8da75f66e3ec6166d44f413b76b4c88f4128bc993d83547e2a82
control,,,reproduction_cost_zero,20,9e23d1c6bd74e3d5,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,22,3,31,1,4,1,3,4,3,2,2277,3,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_program_address:8"": 2}","{""energy_captured"": 21027.85, ""energy_execution"": 113.85, ""energy_input"": 20000.0, ""energy_maintenance"": 12367.8, ""energy_released_on_death"": 27.85, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 176.0}",dae4f03b3a1ae6924539d608d4c4a78d8e326a00977d445b12280b9f0066f57e
control,,,reproduction_cost_zero,21,11314493ab06f232,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.03e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 152.0}",9935e9b7597d84a26b65d86a245c5d29f5db6bbf03908c3b31ccc9dca663478e
control,,,reproduction_cost_zero,22,ee8f7e6e80107abf,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,2197,2,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:division_without_complete_copy"": 2}","{""energy_captured"": 21016.95, ""energy_execution"": 109.85, ""energy_input"": 20000.0, ""energy_maintenance"": 12367.8, ""energy_released_on_death"": 16.95, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 168.0}",080f378bd9c81d1449487ccca014057a76eff51a6e3840df62405832642da258
control,,,reproduction_cost_zero,23,2216194c11c4fcd8,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,2,2,3,2,2,2183,1,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21010.75, ""energy_execution"": 109.15, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 10.75, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",48227c271025451a3b6e7e37376433c314d4a935562e341e4e7b4fe2ff6a2415
control,,,reproduction_cost_zero,24,85af23e8af3272cc,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,2,2,3,2,2,2184,1,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21010.7, ""energy_execution"": 109.2, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 10.7, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",b1c4ca566a47f6ef463f8fb288de0d4eedd9b21c706de65e9b074a0b6fe39363
control,,,reproduction_cost_zero,25,e7265bda42565946,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,19,0,31,1,1,1,1,1,0,2,2100,0,31,31,0,0.0,496,4,-1.03e-08,{},"{""energy_captured"": 21000.0, ""energy_execution"": 105.0, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 152.0}",36bd947dcc283089b79f94ef75dfcfa387f9ff6bac5b62224016201a69caaf6a
control,,,reproduction_cost_zero,26,80976a4baed2972d,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,2,3,2,2,3,2,2,3198,0,30,30,0,0.0,496,4,-1.03e-08,"{""energy_exhausted_execution"": 1}","{""energy_captured"": 21000.0, ""energy_execution"": 159.7, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",1b1697b921242f5faaf9fe05edd126cb4b0010efb1736bf8976188e413985ae0
control,,,reproduction_cost_zero,27,a803a7865d5f4d44,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2168,1,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21009.9, ""energy_execution"": 108.4, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.4, ""energy_released_on_death"": 9.9, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",e1e0dfa88ab453f0e3888de3280c924f32202d4bef7319deb678737cdb1060ac
control,,,reproduction_cost_zero,28,9a16601388239723,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,20,1,31,1,2,1,1,2,1,2,2181,1,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:invalid_program_address:8"": 1}","{""energy_captured"": 21010.05, ""energy_execution"": 109.05, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.6, ""energy_released_on_death"": 10.05, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 160.0}",385b2dd680130d8a97e7627096ca9248328e3fc3102db691728423dd9386fcf8
control,,,reproduction_cost_zero,29,f27e0869e4ced909,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,22,3,31,1,4,1,3,4,3,2,2238,3,31,31,0,0.0,496,4,-1.03e-08,"{""vm_fault:division_without_complete_copy"": 1, ""vm_fault:invalid_memory_address:8"": 1, ""vm_fault:invalid_register:7"": 1}","{""energy_captured"": 21025.8, ""energy_execution"": 111.9, ""energy_input"": 20000.0, ""energy_maintenance"": 12366.8, ""energy_released_on_death"": 25.8, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 176.0}",047142e63979c82c33358f30fb11bb7378993b1779299e2fbe253a6c47dcc1e5
control,,,reproduction_cost_zero,30,cdb774a042d9a475,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,31,21,2,31,1,3,1,2,3,2,2,3337,1,31,31,0,0.0,496,4,-1.03e-08,"{""energy_exhausted_execution"": 1, ""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21010.75, ""energy_execution"": 166.45, ""energy_input"": 20000.0, ""energy_maintenance"": 12368.8, ""energy_released_on_death"": 10.75, ""energy_reproduction_cost"": 0.0, ""energy_transferred_to_offspring"": 168.0}",9796e772885c8a6521ff08acd8c53ec0754121ac8ddf5ac5fcba33d7164edf9d
sensitivity,world.memory_capacity,250,world.memory_capacity=250,1,092e5b95f22e528c,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,15,4,1,15,1,2,1,1,2,1,1,802,1,15,15,0,0.0,240,10,3.9e-09,"{""vm_fault:division_without_complete_copy"": 1}","{""energy_captured"": 21008.6, ""energy_execution"": 40.1, ""energy_input"": 20000.0, ""energy_maintenance"": 5996.4, ""energy_released_on_death"": 8.6, ""energy_reproduction_cost"": 48.0, ""energy_transferred_to_offspring"": 32.0}",c878a71916ea60edddc500a8e57a9592dcda0687d43d28a6e22e8847c1dff4d6
sensitivity,world.memory_capacity,250,world.memory_capacity=250,2,bf966b0df09d9bf8,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,15,3,0,15,1,1,1,1,1,0,1,756,0,15,15,0,0.0,240,10,3.9e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 37.8, ""energy_input"": 20000.0, ""energy_maintenance"": 5996.4, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 36.0, ""energy_transferred_to_offspring"": 24.0}",e0d54187a158f99784d4f070567789278322c3e32770471def32c52bb345e9b3
sensitivity,world.memory_capacity,250,world.memory_capacity=250,3,2551ce305bc96dee,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,15,3,0,15,1,1,1,1,1,0,1,756,0,15,15,0,0.0,240,10,3.9e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 37.8, ""energy_input"": 20000.0, ""energy_maintenance"": 5996.4, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 36.0, ""energy_transferred_to_offspring"": 24.0}",47434256a83e13a9b9be77c67fbc22aee08b8d0ea59bbe13aca200167d16cab0
sensitivity,world.memory_capacity,250,world.memory_capacity=250,4,04a8e5e774827dc4,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,15,3,0,15,1,1,1,1,1,0,1,756,0,15,15,0,0.0,240,10,3.9e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 37.8, ""energy_input"": 20000.0, ""energy_maintenance"": 5996.4, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 36.0, ""energy_transferred_to_offspring"": 24.0}",e8106e19c398ae62809cdb27f051f1ab3372fedc0cce3f912d6cd6a1239b5834
sensitivity,world.memory_capacity,250,world.memory_capacity=250,5,0028e8292b207bc6,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,15,3,0,15,1,1,1,1,1,0,1,756,0,15,15,0,0.0,240,10,3.9e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 37.8, ""energy_input"": 20000.0, ""energy_maintenance"": 5996.4, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 36.0, ""energy_transferred_to_offspring"": 24.0}",d1e1f93ebd5c99c2fc7fe57e165998ce1799e07beaedc665d85900d9ec81b802
sensitivity,world.memory_capacity,250,world.memory_capacity=250,6,f49e64dd06cacce9,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,15,3,0,15,1,1,1,1,1,0,1,756,0,15,15,0,0.0,240,10,3.9e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 37.8, ""energy_input"": 20000.0, ""energy_maintenance"": 5996.4, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 36.0, ""energy_transferred_to_offspring"": 24.0}",525ed42fc9512591bb66678575e55a1acda2a8da01fdf8f22e3e61e4b895c41b
sensitivity,world.memory_capacity,250,world.memory_capacity=250,7,159311f02b3edb36,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,15,3,0,15,1,1,1,1,1,0,1,756,0,15,15,0,0.0,240,10,3.9e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 37.8, ""energy_input"": 20000.0, ""energy_maintenance"": 5996.4, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 36.0, ""energy_transferred_to_offspring"": 24.0}",26602405ee3e8c2ea1e1794b4221fd23e24e23006beb4d04f72b914542cd2b41
sensitivity,world.memory_capacity,250,world.memory_capacity=250,8,7271bbf23c0eabd5,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,15,3,0,15,1,1,1,1,1,0,1,756,0,15,15,0,0.0,240,10,3.9e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 37.8, ""energy_input"": 20000.0, ""energy_maintenance"": 5996.4, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 36.0, ""energy_transferred_to_offspring"": 24.0}",4ef467402db4b13b924f9807e721535e2d87e72480726d2850c1109362074aca
sensitivity,world.memory_capacity,250,world.memory_capacity=250,9,71235fa1892860a3,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,15,4,1,15,1,2,1,1,2,1,1,803,1,15,15,0,0.0,240,10,3.9e-09,"{""vm_fault:invalid_register:7"": 1}","{""energy_captured"": 21008.55, ""energy_execution"": 40.15, ""energy_input"": 20000.0, ""energy_maintenance"": 5996.4, ""energy_released_on_death"": 8.55, ""energy_reproduction_cost"": 48.0, ""energy_transferred_to_offspring"": 32.0}",dede3dd19a57bc8221126e310ac90486da274fa060be4727e29026c63f6ae0b8
sensitivity,world.memory_capacity,250,world.memory_capacity=250,10,8198604500795145,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,15,3,0,15,1,1,1,1,1,0,1,756,0,15,15,0,0.0,240,10,3.9e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 37.8, ""energy_input"": 20000.0, ""energy_maintenance"": 5996.4, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 36.0, ""energy_transferred_to_offspring"": 24.0}",02cffbba4f3ea590a49b278d03edab92443c87b571301e5b5de6eddecf923b87
sensitivity,world.memory_capacity,250,world.memory_capacity=250,11,c10a0a7a8d9cd38e,phase-zero-vm-0.2,phase-one-measurement-0.1,2000,15,3,0,15,1,1,1,1,1,0,1,756,0,15,15,0,0.0,240,10,3.9e-09,{},"{""energy_captured"": 21000.0, ""energy_execution"": 37.8, ""energy_input"": 20000.0, ""energy_maintenance"": 5996.4, ""energy_released_on_death"": 0.0, ""energy_reproduction_cost"": 36.0, ""energy_transferred_to_offspring"": 24.0}",06dc242bb9543740aef1cb36b79fe425c7a4bd60afd076f093159b805ffc06f0
